Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Samsung,Galaxy S22,2021,88344,16343
OnePlus,OnePlus 8,2019,81102,5444
Oppo,Oppo F21,2018,100150,4930
OnePlus,OnePlus Nord,2022,20860,4311
Nokia,Nokia 5.4,2024,125699,81440
Vivo,Vivo X60,2024,111067,76696
Motorola,Moto Edge 20,2024,85801,57072
Motorola,Moto E40,2021,38979,9197
OnePlus,OnePlus 10R,2023,67432,30724
Oppo,Oppo F19,2018,114792,5703
Motorola,Moto G60,2021,100280,20450
Samsung,Galaxy A52,2019,123881,9112
Realme,Realme GT,2018,13873,3259
Apple,iPhone 13,2021,21147,2980
Nokia,Nokia 5.4,2020,90228,10454
Vivo,Vivo X60,2023,93482,39738
Nokia,Nokia 7.2,2024,9084,4267
Apple,iPhone 11,2022,39427,8903
Realme,Realme Narzo 50,2022,53270,13429
Apple,iPhone 12,2022,69921,19195
Oppo,Oppo F19,2018,23804,-1032
Apple,iPhone 13,2020,97119,14205
Realme,Realme 9,2022,65775,20961
Oppo,Oppo Reno 6,2023,68262,28654
Motorola,Moto E40,2019,113798,9012
Motorola,Moto G60,2019,65408,3542
Realme,Realme GT,2020,115350,16145
Xiaomi,Redmi Note 10,2023,81432,38747
Motorola,Moto G71,2019,12046,1685
Samsung,Galaxy S20,2021,28949,7882
Xiaomi,Redmi Note 11,2019,87649,9083
Xiaomi,Mi 10,2024,63456,44168
Oppo,Oppo A53,2020,41097,4335
Apple,iPhone 12,2018,94463,5811
OnePlus,OnePlus Nord,2018,95697,6942
Motorola,Moto G60,2021,25719,5197
OnePlus,OnePlus Nord,2020,94836,15648
Motorola,Moto G60,2021,87555,18475
Apple,iPhone 14,2023,72226,35191
Realme,Realme 8,2018,106414,5845
Nokia,Nokia 6.2,2022,91345,24754
Samsung,Galaxy S22,2020,26288,4822
Nokia,Nokia 5.4,2019,93388,10463
Realme,Realme GT,2019,15990,14
Vivo,Vivo X60,2019,31788,2294
Nokia,Nokia 5.4,2022,128765,39957
Vivo,Vivo V21,2020,77251,10916
Realme,Realme 9,2018,36590,135
Vivo,Vivo X60,2020,7714,2072
Oppo,Oppo F19,2024,69060,48628
Samsung,Galaxy A52,2024,104654,72453
Xiaomi,Redmi Note 11,2020,81737,13840
Realme,Realme GT,2022,76903,22956
Oppo,Oppo A53,2024,33925,24866
Samsung,Galaxy A52,2024,118225,80769
OnePlus,OnePlus Nord,2018,25313,2870
Nokia,Nokia G20,2022,42897,13528
Realme,Realme 9,2023,21331,8663
Oppo,Oppo F19,2022,86395,26871
Xiaomi,Redmi Note 10,2021,48784,10868
Motorola,Moto G71,2020,37285,4145
OnePlus,OnePlus 10R,2022,66028,22720
Nokia,Nokia G20,2021,85517,15428
Vivo,Vivo Y20,2018,18166,2383
Motorola,Moto G71,2019,20370,2052
Xiaomi,Mi 10,2019,68272,5074
Samsung,Galaxy A52,2024,104919,70198
Motorola,Moto G60,2024,96926,64561
Motorola,Moto E40,2023,94804,45229
Motorola,Moto G71,2020,25322,1927
Realme,Realme 9,2023,10825,7193
Nokia,Nokia 6.2,2024,71535,47731
OnePlus,OnePlus Nord,2023,41052,20372
OnePlus,OnePlus Nord,2018,12927,-1431
Vivo,Vivo V21,2022,98044,31432
Motorola,Moto G60,2018,75958,1707
Oppo,Oppo F19,2019,37542,854
Realme,Realme 8,2022,101440,32372
Xiaomi,Mi 11X,2019,49738,5139
Samsung,Galaxy S22,2020,28815,2470
Oppo,Oppo A53,2018,31722,309
Vivo,Vivo V21,2021,36545,7119
Nokia,Nokia 6.2,2020,120877,16488
Realme,Realme GT,2022,32812,10721
OnePlus,OnePlus Nord,2024,55035,39141
Realme,Realme Narzo 50,2023,77976,36863
OnePlus,OnePlus 10R,2021,71793,15894
Realme,Realme 8,2018,100396,3798
Oppo,Oppo F21,2024,25945,19369
Oppo,Oppo F19,2020,42501,4081
Motorola,Moto Edge 20,2023,37990,16056
Oppo,Oppo F19,2021,102945,19555
Samsung,Galaxy S20,2018,45273,-218
Nokia,Nokia G20,2018,98370,7506
Oppo,Oppo Reno 6,2019,59865,7889
Nokia,Nokia G20,2019,44376,5943
Vivo,Vivo V21,2020,71817,12291
Realme,Realme Narzo 50,2024,96419,65407
Motorola,Moto G60,2020,106142,14992
Apple,iPhone 13,2018,64245,4296
OnePlus,OnePlus 8,2024,107535,69908
OnePlus,OnePlus 9,2021,103282,23485
Vivo,Vivo X60,2020,128046,16219
Apple,iPhone 11,2021,43521,5994
Realme,Realme 9,2020,50609,4975
Xiaomi,Mi 10,2020,27059,3134
Oppo,Oppo A53,2020,65459,11151
Oppo,Oppo F21,2021,104439,20053
OnePlus,OnePlus Nord,2019,129714,11099
Xiaomi,Redmi Note 11,2020,50565,7893
Oppo,Oppo A53,2018,104496,4468
OnePlus,OnePlus 10R,2019,85558,6125
Nokia,Nokia 6.2,2023,106270,46888
Nokia,Nokia 6.2,2018,45674,3139
OnePlus,OnePlus 9,2022,110093,31390
Oppo,Oppo A53,2022,43093,14325
Oppo,Oppo A53,2018,43576,2832
Oppo,Oppo Reno 6,2021,45796,8351
Vivo,Vivo X60,2022,55978,14048
Xiaomi,Mi 10,2019,75523,6097
Nokia,Nokia 5.4,2024,28022,16072
OnePlus,OnePlus 10R,2022,75134,21815
Oppo,Oppo F19,2019,32718,4721
Apple,iPhone 12,2018,38401,-529
Realme,Realme 9,2022,122187,35993
Motorola,Moto E40,2021,112457,21129
Oppo,Oppo Reno 6,2022,11697,847
Apple,iPhone 13,2018,60263,2741
OnePlus,OnePlus 9,2022,102154,28071
OnePlus,OnePlus 9,2024,85206,54269
Nokia,Nokia 6.2,2023,43450,21365
OnePlus,OnePlus 9,2023,56662,25147
Oppo,Oppo F19,2021,91861,19087
Vivo,Vivo V20,2020,83289,10496
Nokia,Nokia 7.2,2024,47152,31052
Apple,iPhone 12,2021,91508,16922
Vivo,Vivo Y20,2023,109906,49566
Apple,iPhone 11,2018,127662,6249
Xiaomi,Mi 11X,2022,61014,17234
Realme,Realme 8,2023,51994,22053
Vivo,Vivo V21,2021,86313,18945
Realme,Realme 9,2019,123790,13790
Realme,Realme Narzo 50,2018,57068,3958
Nokia,Nokia 7.2,2019,67790,8453
Apple,iPhone 12,2019,12867,3311
Motorola,Moto Edge 20,2020,84250,10795
Realme,Realme GT,2022,34430,9739
Realme,Realme GT,2018,40760,3613
Vivo,Vivo X60,2024,97433,68049
Vivo,Vivo X60,2019,60984,2723
Apple,iPhone 13,2024,7994,6671
Samsung,Galaxy S20,2023,19223,7614
Nokia,Nokia G20,2022,83512,26197
Realme,Realme 8,2021,62722,11242
Oppo,Oppo Reno 6,2018,123644,5165
Oppo,Oppo A53,2018,19212,3935
Nokia,Nokia 6.2,2021,117942,25011
Nokia,Nokia 6.2,2020,67711,7130
Nokia,Nokia 6.2,2024,65387,45870
OnePlus,OnePlus 8,2018,83513,5073
Samsung,Galaxy S20,2021,65854,12634
Oppo,Oppo F19,2018,24179,1483
Apple,iPhone 13,2022,103416,28250
Realme,Realme Narzo 50,2023,7141,6055
Realme,Realme GT,2021,123117,26398
Xiaomi,Mi 11X,2023,66834,28025
OnePlus,OnePlus Nord,2023,39413,18407
Apple,iPhone 12,2018,59524,3047
Nokia,Nokia 5.4,2024,14248,8864
Realme,Realme Narzo 50,2022,52721,16285
Nokia,Nokia 7.2,2020,110579,13894
Oppo,Oppo F19,2018,65953,3940
OnePlus,OnePlus 9,2024,94404,60787
Samsung,Galaxy S21,2024,94074,65554
Realme,Realme Narzo 50,2021,75017,12741
Realme,Realme Narzo 50,2023,22074,10209
Vivo,Vivo V21,2019,63398,5433
Vivo,Vivo Y20,2024,39528,24565
Xiaomi,Redmi Note 10,2022,117824,36274
Vivo,Vivo V20,2020,34798,4026
Apple,iPhone 14,2020,11994,2741
Samsung,Galaxy S22,2019,129883,9896
Realme,Realme Narzo 50,2021,8641,580
Motorola,Moto E40,2018,51314,3429
Apple,iPhone 12,2022,120902,35741
Nokia,Nokia 7.2,2021,119063,21942
Nokia,Nokia G20,2018,51254,163
Realme,Realme GT,2021,89692,20195
Oppo,Oppo F19,2024,108062,74626
Nokia,Nokia G20,2019,35041,2867
Apple,iPhone 11,2020,43147,6293
Apple,iPhone 14,2023,69308,28974
Samsung,Galaxy A52,2024,68350,45596
Motorola,Moto G71,2020,9097,2406
Apple,iPhone 14,2024,79439,56157
Nokia,Nokia 5.4,2021,34035,4798
Oppo,Oppo F19,2023,72749,34232
Oppo,Oppo F21,2019,88211,8214
Xiaomi,Redmi Note 11,2021,108274,23158
Oppo,Oppo F19,2024,105753,70292
Samsung,Galaxy S20,2019,31034,716
Apple,iPhone 14,2019,57345,7792
Samsung,Galaxy S21,2023,35087,15983
Apple,iPhone 11,2022,69242,22523
Apple,iPhone 14,2021,37937,5666
Oppo,Oppo F19,2024,40976,24688
OnePlus,OnePlus 10R,2024,129732,84496
OnePlus,OnePlus 10R,2022,39023,12147
Realme,Realme Narzo 50,2018,33255,65
Xiaomi,Redmi Note 11,2024,25368,16986
OnePlus,OnePlus 10R,2021,53840,8084
Nokia,Nokia G20,2024,24881,16197
Samsung,Galaxy S21,2019,61087,6979
Vivo,Vivo X60,2023,25030,13084
Apple,iPhone 14,2024,72976,49909
Motorola,Moto E40,2018,129166,9430
OnePlus,OnePlus 10R,2021,27851,3042
Samsung,Galaxy S22,2024,79315,51013
Motorola,Moto E40,2018,129056,10739
Nokia,Nokia 7.2,2021,71304,13574
Realme,Realme GT,2021,57748,13798
Realme,Realme 8,2021,22429,4255
Vivo,Vivo Y20,2021,56930,14315
Samsung,Galaxy S20,2024,123892,85078
Samsung,Galaxy A52,2019,64520,7292
Motorola,Moto G60,2020,56840,4851
Oppo,Oppo A53,2019,113378,8840
OnePlus,OnePlus Nord,2023,83752,34970
Xiaomi,Mi 11X,2024,104350,70324
Realme,Realme Narzo 50,2023,45988,18754
Motorola,Moto G60,2022,34653,11817
OnePlus,OnePlus Nord,2021,105724,23310
Realme,Realme GT,2024,96789,64096
Vivo,Vivo V21,2023,111237,52828
Nokia,Nokia 7.2,2022,50443,16152
Oppo,Oppo F19,2021,64668,12961
OnePlus,OnePlus 9,2023,83312,34780
Xiaomi,Mi 11X,2022,102589,33524
Realme,Realme 9,2022,46499,15834
Xiaomi,Mi 10,2019,81712,6138
Nokia,Nokia 7.2,2019,31356,136
Nokia,Nokia 7.2,2018,30976,3084
Apple,iPhone 13,2018,40244,4693
Oppo,Oppo A53,2024,110053,74530
Nokia,Nokia 7.2,2021,87253,19292
Realme,Realme GT,2022,57107,19590
Samsung,Galaxy S22,2019,66653,8082
Samsung,Galaxy A52,2022,54396,16825
Vivo,Vivo V20,2022,91975,25205
Motorola,Moto E40,2021,40618,7088
Motorola,Moto E40,2020,61067,7241
Realme,Realme 8,2018,110668,4793
Apple,iPhone 14,2018,60965,3580
Apple,iPhone 14,2020,69393,11570
Xiaomi,Mi 11X,2024,52756,36301
Oppo,Oppo A53,2019,90736,6455
Motorola,Moto Edge 20,2022,108054,30347
Realme,Realme 8,2018,11033,3534
Oppo,Oppo A53,2023,73777,32219
Apple,iPhone 11,2021,104732,21891
Samsung,Galaxy S20,2024,46279,30132
Apple,iPhone 13,2022,83912,24262
Realme,Realme 9,2023,49746,24152
Nokia,Nokia G20,2024,23046,15028
Vivo,Vivo V20,2018,49414,4307
Xiaomi,Mi 11X,2022,95126,28457
Apple,iPhone 11,2018,44618,1310
Apple,iPhone 11,2022,59194,15859
Apple,iPhone 11,2023,28281,12568
OnePlus,OnePlus 8,2018,41179,4324
Nokia,Nokia G20,2022,28452,7548
Apple,iPhone 14,2021,40342,6485
Nokia,Nokia 5.4,2022,70571,21189
OnePlus,OnePlus Nord,2024,15326,11925
Motorola,Moto Edge 20,2020,84619,13262
Xiaomi,Redmi Note 10,2024,69253,47081
Motorola,Moto G71,2023,64962,27440
Apple,iPhone 12,2022,85769,24025
Samsung,Galaxy A52,2021,76232,12633
Realme,Realme GT,2019,93891,10962
Nokia,Nokia 6.2,2021,27851,6300
Realme,Realme GT,2022,75223,20956
Samsung,Galaxy S22,2021,16541,4528
Nokia,Nokia 7.2,2022,88330,25853
Samsung,Galaxy S22,2023,50560,25535
Nokia,Nokia 6.2,2023,125624,54659
Samsung,Galaxy S20,2020,97195,13038
Realme,Realme 8,2024,55396,40075
Apple,iPhone 14,2024,15909,11693
Motorola,Moto Edge 20,2022,72667,20417
OnePlus,OnePlus Nord,2024,16914,8472
Motorola,Moto G71,2022,61514,19059
Nokia,Nokia 6.2,2019,26347,3708
OnePlus,OnePlus 10R,2021,7492,957
OnePlus,OnePlus Nord,2018,118412,5462
Samsung,Galaxy S21,2020,62200,7819
Samsung,Galaxy S20,2023,62594,26011
OnePlus,OnePlus 8,2021,51977,11974
Oppo,Oppo F19,2020,71592,7561
Vivo,Vivo V21,2018,36172,3811
Realme,Realme 8,2024,101363,66558
Nokia,Nokia 5.4,2024,41584,27343
OnePlus,OnePlus Nord,2023,14113,7017
Xiaomi,Mi 11X,2022,97495,26794
Xiaomi,Redmi Note 11,2024,108931,75640
Xiaomi,Mi 10,2018,38771,2224
Motorola,Moto G60,2023,39217,15753
Nokia,Nokia 5.4,2020,59701,5574
Motorola,Moto E40,2022,43706,10643
Oppo,Oppo F19,2021,8870,1018
Realme,Realme 8,2023,116313,53824
Nokia,Nokia 7.2,2019,87537,8611
Vivo,Vivo V21,2023,30055,13094
Motorola,Moto Edge 20,2024,36677,26782
Vivo,Vivo X60,2018,103052,9166
Nokia,Nokia G20,2023,126473,54902
Xiaomi,Mi 11X,2020,26172,6424
Realme,Realme GT,2023,7595,4294
Samsung,Galaxy S22,2023,57024,24274
Motorola,Moto E40,2018,17477,-1369
Nokia,Nokia G20,2024,99147,64300
Samsung,Galaxy S20,2019,63626,4781
Nokia,Nokia 7.2,2018,15622,-25
Motorola,Moto Edge 20,2022,106560,35140
Motorola,Moto Edge 20,2021,24549,5800
Samsung,Galaxy S20,2023,124078,55329
Realme,Realme GT,2021,19588,4331
Samsung,Galaxy S21,2022,30524,11449
Motorola,Moto E40,2024,86662,56690
Oppo,Oppo Reno 6,2018,75255,6812
OnePlus,OnePlus Nord,2018,117888,8508
OnePlus,OnePlus 9,2019,129032,12315
Oppo,Oppo F21,2020,34107,3992
Samsung,Galaxy S22,2019,65973,5151
Samsung,Galaxy S20,2024,75541,52137
Realme,Realme Narzo 50,2024,77059,53605
Apple,iPhone 12,2019,90550,11187
OnePlus,OnePlus 9,2022,79457,21377
Motorola,Moto G71,2018,88121,6729
Motorola,Moto Edge 20,2023,8839,6254
OnePlus,OnePlus 9,2021,82308,17656
Xiaomi,Redmi Note 10,2018,66127,2734
Samsung,Galaxy S22,2024,46612,29876
Vivo,Vivo V20,2019,98888,8242
Xiaomi,Mi 10,2022,70936,20382
Motorola,Moto E40,2022,20392,3525
Apple,iPhone 14,2021,7953,3657
Vivo,Vivo V21,2019,78386,4300
Vivo,Vivo Y20,2023,14523,6231
Apple,iPhone 12,2023,99595,44089
OnePlus,OnePlus 8,2021,9984,854
OnePlus,OnePlus Nord,2023,125486,56931
OnePlus,OnePlus 10R,2018,70628,5644
Realme,Realme Narzo 50,2020,65343,10741
Xiaomi,Mi 11X,2019,111770,9015
Samsung,Galaxy S21,2024,125140,81415
Vivo,Vivo X60,2020,94660,14901
OnePlus,OnePlus 9,2023,32078,12648
Apple,iPhone 13,2021,82868,19053
Oppo,Oppo F19,2018,49571,3808
Xiaomi,Redmi Note 10,2021,120167,23639
Motorola,Moto G71,2018,118299,9279
Apple,iPhone 14,2022,93305,28357
Nokia,Nokia 5.4,2021,47333,7805
Nokia,Nokia 7.2,2018,46716,3196
Oppo,Oppo F21,2023,81152,36712
Samsung,Galaxy S20,2021,92486,19913
Realme,Realme 8,2018,120083,6661
Motorola,Moto Edge 20,2018,69114,2068
Nokia,Nokia 6.2,2020,15565,3298
Apple,iPhone 13,2018,124984,8489
Nokia,Nokia 7.2,2018,114159,7860
Motorola,Moto G71,2020,62476,8442
Apple,iPhone 11,2022,69608,20186
OnePlus,OnePlus 9,2022,125327,35743
Xiaomi,Redmi Note 11,2022,124158,35724
Oppo,Oppo A53,2022,97006,31046
Apple,iPhone 11,2018,20951,924
Motorola,Moto Edge 20,2022,89625,25624
Motorola,Moto G71,2022,125828,40226
Oppo,Oppo F21,2020,72723,12624
Samsung,Galaxy S20,2024,58820,39278
Samsung,Galaxy A52,2020,114897,18399
Samsung,Galaxy S20,2023,48380,22777
Xiaomi,Mi 11X,2022,71473,19591
OnePlus,OnePlus Nord,2021,104501,18791
OnePlus,OnePlus 9,2020,58868,5283
Apple,iPhone 13,2018,65405,4945
Xiaomi,Redmi Note 10,2023,101401,44083
Realme,Realme GT,2021,81994,17841
Oppo,Oppo F19,2020,103406,13720
Realme,Realme 9,2019,9668,2653
Oppo,Oppo F19,2019,31496,3583
Samsung,Galaxy S20,2022,16003,7239
Xiaomi,Mi 10,2024,69415,47255
Nokia,Nokia G20,2024,93920,63294
Oppo,Oppo F21,2023,124207,55142
Oppo,Oppo F21,2021,59979,14579
Realme,Realme Narzo 50,2018,86692,8174
Xiaomi,Redmi Note 10,2021,32727,8415
OnePlus,OnePlus 8,2023,88345,41522
Realme,Realme GT,2022,15368,2820
Vivo,Vivo V21,2018,18738,203
Samsung,Galaxy S22,2020,19945,2565
OnePlus,OnePlus 9,2020,77578,12678
Oppo,Oppo F21,2024,114075,75252
Nokia,Nokia G20,2018,29111,4507
Samsung,Galaxy S21,2024,80441,51988
Apple,iPhone 12,2024,68267,47404
Samsung,Galaxy S20,2020,128767,19208
Nokia,Nokia 7.2,2021,125368,26438
Samsung,Galaxy S22,2019,126794,13386
Nokia,Nokia 6.2,2022,66653,22214
Xiaomi,Redmi Note 11,2020,116478,17724
Vivo,Vivo Y20,2018,88759,5518
Xiaomi,Mi 10,2023,24249,9421
Samsung,Galaxy S20,2020,44911,8905
Nokia,Nokia 6.2,2019,15642,1635
Samsung,Galaxy S20,2021,120799,24924
OnePlus,OnePlus 9,2019,90375,9003
Nokia,Nokia 7.2,2019,18784,1391
Nokia,Nokia 5.4,2019,45784,4434
Xiaomi,Mi 10,2018,111247,6887
Motorola,Moto G71,2022,60072,19364
Motorola,Moto E40,2020,83100,14239
Apple,iPhone 14,2022,14181,7139
Oppo,Oppo A53,2023,38632,20273
Motorola,Moto E40,2021,12175,1845
Apple,iPhone 12,2024,98872,63647
Vivo,Vivo X60,2020,14031,4573
Xiaomi,Mi 11X,2018,44023,1714
Motorola,Moto G71,2020,92351,12374
Nokia,Nokia 7.2,2018,127358,7762
Motorola,Moto G71,2023,45717,23069
Vivo,Vivo X60,2019,89173,10727
Samsung,Galaxy S22,2018,29242,-745
Motorola,Moto G60,2023,47840,20905
Apple,iPhone 11,2022,111424,35422
Samsung,Galaxy S20,2023,117189,51902
Nokia,Nokia 7.2,2022,104026,30025
Samsung,Galaxy S20,2023,10910,7780
Vivo,Vivo Y20,2018,66936,4666
Vivo,Vivo V21,2019,10734,3882
Nokia,Nokia 6.2,2019,106568,10993
Nokia,Nokia G20,2018,73218,5141
Realme,Realme 8,2023,93371,42541
Xiaomi,Redmi Note 11,2018,63181,2941
Samsung,Galaxy A52,2020,77131,10282
Motorola,Moto G71,2021,97247,21397
Nokia,Nokia 6.2,2018,60305,5842
Realme,Realme 9,2024,24115,13242
OnePlus,OnePlus 10R,2018,45121,4587
Oppo,Oppo F21,2020,66174,8450
OnePlus,OnePlus 8,2018,8491,-1800
Samsung,Galaxy S22,2024,17194,8547
Nokia,Nokia 6.2,2022,128933,41264
Nokia,Nokia G20,2018,23505,49
Xiaomi,Redmi Note 10,2021,70848,15657
Oppo,Oppo A53,2023,24642,8289
Motorola,Moto G71,2020,77807,10548
Nokia,Nokia 6.2,2022,46422,13456
Nokia,Nokia 7.2,2022,39756,13070
Xiaomi,Mi 10,2024,100619,66848
Nokia,Nokia G20,2018,88642,3966
Samsung,Galaxy S21,2019,123879,10036
Xiaomi,Redmi Note 11,2019,14936,1718
Motorola,Moto Edge 20,2019,63801,3026
Apple,iPhone 12,2020,60446,8742
Xiaomi,Mi 11X,2020,123315,14958
Oppo,Oppo A53,2019,76546,9678
Samsung,Galaxy S20,2019,95738,7057
Motorola,Moto Edge 20,2022,105276,32390
Apple,iPhone 14,2020,17054,49
Oppo,Oppo F19,2020,57401,6979
Realme,Realme 9,2022,44351,15774
Oppo,Oppo F19,2023,67351,28150
Motorola,Moto G71,2023,55008,25581
Vivo,Vivo Y20,2020,119981,17009
Motorola,Moto Edge 20,2023,61142,29811
Motorola,Moto Edge 20,2020,61044,9832
Nokia,Nokia 7.2,2019,9686,673
Nokia,Nokia 5.4,2020,94331,11941
Nokia,Nokia 5.4,2019,103910,11319
Apple,iPhone 11,2020,121167,14253
Xiaomi,Redmi Note 11,2023,29238,11070
OnePlus,OnePlus Nord,2019,93059,8930
Oppo,Oppo A53,2019,37478,1540
OnePlus,OnePlus Nord,2020,129792,17345
Motorola,Moto Edge 20,2018,26078,-624
Nokia,Nokia 7.2,2021,47061,12247
Realme,Realme 9,2022,84924,27015
Apple,iPhone 13,2019,121240,9068
Nokia,Nokia 5.4,2018,113489,6144
Oppo,Oppo F21,2018,25631,449
Oppo,Oppo A53,2024,126689,87271
OnePlus,OnePlus Nord,2020,68867,6786
Oppo,Oppo Reno 6,2020,80758,11808
Vivo,Vivo Y20,2024,59841,38448
Samsung,Galaxy A52,2022,110547,32528
Samsung,Galaxy S22,2022,31989,10743
Motorola,Moto E40,2024,38969,24383
Apple,iPhone 13,2018,117809,5940
Apple,iPhone 12,2021,23603,3588
Oppo,Oppo F19,2024,86854,58825
Motorola,Moto E40,2021,71971,11737
Motorola,Moto Edge 20,2020,44065,6791
Realme,Realme 9,2024,79087,51237
Realme,Realme 9,2023,31601,13331
Vivo,Vivo X60,2023,26645,11588
Realme,Realme 8,2023,25747,10118
Vivo,Vivo X60,2024,72123,47814
Motorola,Moto Edge 20,2019,37806,5860
Realme,Realme 9,2022,125298,36956
Vivo,Vivo V21,2022,8695,5544
Motorola,Moto G71,2018,126372,5270
Nokia,Nokia 7.2,2023,103771,47970
Nokia,Nokia 7.2,2023,85752,38234
Xiaomi,Redmi Note 10,2019,31822,5246
Xiaomi,Mi 10,2019,16108,2699
Nokia,Nokia G20,2018,46383,494
Xiaomi,Redmi Note 10,2019,34770,176
Samsung,Galaxy S21,2024,30691,22358
Xiaomi,Redmi Note 11,2019,122859,8973
Vivo,Vivo X60,2018,37902,1582
Vivo,Vivo Y20,2024,114294,75226
Motorola,Moto G71,2024,66643,47033
Xiaomi,Redmi Note 10,2022,123481,38476
Samsung,Galaxy S22,2018,46320,442
Nokia,Nokia 7.2,2021,109733,21959
Apple,iPhone 14,2023,86545,40744
Oppo,Oppo A53,2023,64016,31479
Realme,Realme Narzo 50,2020,105067,14021
OnePlus,OnePlus 8,2020,46471,5442
Oppo,Oppo Reno 6,2023,34456,17061
Xiaomi,Redmi Note 11,2023,122646,54285
Realme,Realme Narzo 50,2020,90782,9347
Oppo,Oppo A53,2024,9664,8633
Apple,iPhone 11,2020,18073,1409
Apple,iPhone 12,2018,47232,449
Xiaomi,Mi 10,2019,80038,7540
Motorola,Moto E40,2020,100800,11048
OnePlus,OnePlus Nord,2022,36728,12185
OnePlus,OnePlus 9,2021,103734,18354
Realme,Realme 9,2021,51315,9111
OnePlus,OnePlus Nord,2019,63320,4279
Nokia,Nokia 7.2,2022,114946,35805
Vivo,Vivo V21,2019,44256,6584
Realme,Realme 9,2024,92562,59972
Vivo,Vivo X60,2023,53192,23153
Apple,iPhone 14,2023,51817,21940
Realme,Realme Narzo 50,2023,74617,30827
OnePlus,OnePlus 10R,2019,47709,3827
Nokia,Nokia 7.2,2019,83990,8801
Samsung,Galaxy S22,2021,126065,26960
Vivo,Vivo Y20,2019,46540,5680
OnePlus,OnePlus Nord,2021,95455,20472
Apple,iPhone 11,2021,121412,25588
Vivo,Vivo V20,2024,19716,12663
Nokia,Nokia G20,2022,21050,4350
Xiaomi,Mi 10,2018,99658,4755
OnePlus,OnePlus 9,2023,19774,8275
Oppo,Oppo A53,2018,86949,6633
Samsung,Galaxy A52,2021,32565,4030
Realme,Realme Narzo 50,2023,73466,33179
Xiaomi,Redmi Note 10,2018,81667,7667
Realme,Realme Narzo 50,2019,46803,5508
Vivo,Vivo X60,2020,88495,9760
Samsung,Galaxy S20,2020,96044,13261
Apple,iPhone 12,2018,13254,3197
Realme,Realme Narzo 50,2019,53362,5006
Samsung,Galaxy S22,2021,96211,18604
Vivo,Vivo X60,2024,48612,29815
Xiaomi,Mi 10,2024,82891,52962
Motorola,Moto E40,2023,38861,18026
Realme,Realme Narzo 50,2018,66839,1848
Realme,Realme Narzo 50,2018,89709,8421
Nokia,Nokia 7.2,2021,110199,20831
Xiaomi,Mi 10,2022,67536,22108
Xiaomi,Mi 10,2023,64370,26817
Apple,iPhone 12,2019,20856,364
Nokia,Nokia 7.2,2022,14446,4017
Oppo,Oppo A53,2019,42992,2667
Samsung,Galaxy A52,2024,80675,55168
Samsung,Galaxy S21,2024,125818,85469
Realme,Realme Narzo 50,2023,79501,36830
Xiaomi,Mi 11X,2019,32972,1496
Nokia,Nokia G20,2019,109369,8680
Samsung,Galaxy A52,2018,50139,4841
Realme,Realme 9,2021,75892,14556
Samsung,Galaxy S20,2018,37350,-666
Samsung,Galaxy A52,2024,128788,85044
Samsung,Galaxy A52,2024,54468,34322
Motorola,Moto Edge 20,2024,121212,82012
Samsung,Galaxy S21,2019,48800,3230
Oppo,Oppo A53,2023,42616,16697
Vivo,Vivo V20,2018,118478,5954
Xiaomi,Redmi Note 10,2023,15118,7352
Oppo,Oppo F19,2021,39297,6283
Motorola,Moto E40,2023,74442,32465
Samsung,Galaxy S22,2024,110540,74382
Motorola,Moto G71,2023,126156,55457
Oppo,Oppo Reno 6,2024,11013,8612
Oppo,Oppo F21,2018,22913,-172
OnePlus,OnePlus 8,2023,109824,46425
Realme,Realme Narzo 50,2021,113173,24234
Realme,Realme GT,2021,100314,17403
Motorola,Moto Edge 20,2024,45441,30900
OnePlus,OnePlus 9,2021,87788,19383
OnePlus,OnePlus 8,2018,40403,1795
Xiaomi,Mi 11X,2023,34535,13008
Xiaomi,Redmi Note 11,2018,22373,1791
Motorola,Moto G71,2024,67242,43493
Apple,iPhone 13,2020,127959,16717
Motorola,Moto G60,2022,79796,22768
Samsung,Galaxy S21,2018,31194,4228
Apple,iPhone 14,2020,37644,3492
Vivo,Vivo V20,2021,128717,26668
Motorola,Moto G71,2022,88611,29425
Apple,iPhone 11,2021,94999,20538
OnePlus,OnePlus 10R,2019,58177,4131
Vivo,Vivo Y20,2021,52430,12748
Xiaomi,Redmi Note 11,2024,95832,64986
OnePlus,OnePlus 9,2019,32318,4942
Vivo,Vivo X60,2020,109543,15356
Apple,iPhone 12,2021,60393,13791
OnePlus,OnePlus Nord,2024,47471,29365
Xiaomi,Redmi Note 11,2022,27704,8461
OnePlus,OnePlus 10R,2018,117103,9361
Motorola,Moto Edge 20,2018,126190,9661
Nokia,Nokia G20,2023,84003,37884
Realme,Realme Narzo 50,2019,8895,3218
Nokia,Nokia G20,2018,98711,9010
Realme,Realme GT,2019,81730,7031
Samsung,Galaxy S22,2024,38196,24198
Xiaomi,Mi 10,2021,119980,21637
Nokia,Nokia 7.2,2018,56490,2758
Oppo,Oppo F21,2021,128023,25796
Apple,iPhone 14,2024,67646,47532
Realme,Realme 9,2019,80472,5685
Xiaomi,Mi 11X,2019,55087,7260
Nokia,Nokia G20,2024,129709,86291
Oppo,Oppo A53,2023,60856,28268
Xiaomi,Mi 10,2024,19812,10301
