Brand,Model_Name,Year_of_Launch,Purchase_Price_INR,Predicted_Current_Value_INR
Xiaomi,Mi 10,2020,101994,16606
Samsung,Galaxy S21,2019,20835,4442
Nokia,Nokia G20,2020,7862,-207
Nokia,Nokia 7.2,2023,38964,19640
OnePlus,OnePlus 9,2020,17888,3092
Vivo,Vivo V20,2024,77300,54179
OnePlus,OnePlus 10R,2019,23138,1755
Samsung,Galaxy A52,2022,65847,19647
Realme,Realme GT,2018,50953,2954
Samsung,Galaxy S20,2021,93891,21067
Xiaomi,Redmi Note 11,2021,99901,21683
Xiaomi,Mi 11X,2024,98009,66047
OnePlus,OnePlus 10R,2020,49178,3894
Xiaomi,Redmi Note 10,2023,81241,36717
Oppo,Oppo A53,2020,34501,4112
Xiaomi,Redmi Note 10,2023,49570,21546
Samsung,Galaxy A52,2024,106404,70281
OnePlus,OnePlus 10R,2019,40626,916
Xiaomi,Redmi Note 11,2021,106825,22883
Nokia,Nokia 6.2,2021,44324,10651
Oppo,Oppo Reno 6,2024,129306,87013
Nokia,Nokia 5.4,2019,23136,220
Samsung,Galaxy A52,2019,106826,10717
Realme,Realme 8,2018,94602,6179
OnePlus,OnePlus 8,2024,17599,9802
Oppo,Oppo Reno 6,2023,40837,18697
Samsung,Galaxy S21,2019,71398,4910
Xiaomi,Mi 11X,2018,60574,4783
Vivo,Vivo X60,2019,121196,10445
Vivo,Vivo V21,2018,46994,4346
Xiaomi,Redmi Note 10,2018,19790,342
Nokia,Nokia 5.4,2021,119969,22128
Realme,Realme 8,2018,78393,6025
Nokia,Nokia 7.2,2018,71307,4992
Apple,iPhone 12,2020,30775,4586
Xiaomi,Redmi Note 10,2022,66327,20805
OnePlus,OnePlus 8,2023,35275,13781
Samsung,Galaxy S21,2022,106035,33074
Apple,iPhone 13,2024,49319,33581
Vivo,Vivo X60,2022,43013,13459
OnePlus,OnePlus Nord,2019,84545,7212
Apple,iPhone 12,2022,31946,10550
Xiaomi,Mi 11X,2020,123865,16271
Motorola,Moto G60,2024,114950,79385
Vivo,Vivo V20,2020,73526,7931
Apple,iPhone 13,2024,103883,67675
Motorola,Moto G71,2024,55965,38059
Samsung,Galaxy S21,2023,56680,27851
Xiaomi,Mi 10,2022,70449,19958
Motorola,Moto G60,2018,107650,9559
Vivo,Vivo Y20,2022,37095,13095
OnePlus,OnePlus 9,2023,49095,23797
Oppo,Oppo F19,2020,80917,13939
Samsung,Galaxy S20,2022,72961,23209
Xiaomi,Mi 11X,2023,70677,31470
Xiaomi,Mi 11X,2021,96081,22225
OnePlus,OnePlus Nord,2024,84353,58653
Motorola,Moto Edge 20,2019,32694,2710
OnePlus,OnePlus 8,2018,110291,9250
Vivo,Vivo X60,2023,42488,21663
Motorola,Moto G71,2018,109685,6793
Apple,iPhone 11,2021,106219,24298
Nokia,Nokia 6.2,2023,84861,39031
Oppo,Oppo A53,2022,8692,2186
Samsung,Galaxy A52,2021,52710,8771
Motorola,Moto G71,2020,90034,14746
Oppo,Oppo F19,2019,111126,7265
OnePlus,OnePlus Nord,2019,60036,4306
Vivo,Vivo Y20,2021,69439,12089
Realme,Realme 8,2019,13517,3846
Xiaomi,Redmi Note 11,2019,43220,1668
Vivo,Vivo V20,2024,102201,68049
Apple,iPhone 14,2021,56336,8954
Oppo,Oppo Reno 6,2019,87442,5712
Oppo,Oppo F19,2018,107703,3711
Samsung,Galaxy A52,2019,32178,4913
Oppo,Oppo F19,2020,72482,10056
Samsung,Galaxy A52,2023,38803,14897
Realme,Realme GT,2023,53386,24292
Nokia,Nokia 7.2,2018,104166,6091
Realme,Realme GT,2023,80600,38953
Vivo,Vivo V20,2021,65858,15126
Samsung,Galaxy S21,2023,44961,18238
Realme,Realme 8,2021,25739,3068
Apple,iPhone 11,2019,37913,2601
Realme,Realme Narzo 50,2019,81638,4719
Samsung,Galaxy S22,2019,65995,8797
Xiaomi,Mi 11X,2020,111770,14364
Realme,Realme GT,2024,100161,70165
Nokia,Nokia G20,2018,67189,2691
Apple,iPhone 14,2023,72226,35191
Samsung,Galaxy S20,2022,34786,7893
OnePlus,OnePlus Nord,2022,75888,24251
OnePlus,OnePlus Nord,2018,92310,4998
Oppo,Oppo F21,2019,36886,6215
Nokia,Nokia 7.2,2021,62994,13580
Apple,iPhone 14,2023,49702,21245
Oppo,Oppo Reno 6,2022,52977,18746
Xiaomi,Mi 10,2023,127821,56757
Oppo,Oppo F21,2019,127813,14350
Nokia,Nokia 7.2,2020,90803,11201
Xiaomi,Redmi Note 11,2024,98458,63675
Realme,Realme Narzo 50,2021,66125,13532
Motorola,Moto Edge 20,2019,42867,3584
Samsung,Galaxy S21,2023,9929,2968
Apple,iPhone 14,2018,20209,1271
Apple,iPhone 12,2023,29630,14526
Apple,iPhone 12,2023,105254,46006
Samsung,Galaxy S22,2020,73411,8780
Nokia,Nokia G20,2023,62054,28904
Vivo,Vivo X60,2021,35693,9908
Nokia,Nokia 5.4,2020,116222,17825
Vivo,Vivo V20,2022,37423,8821
Motorola,Moto E40,2021,40801,8033
Samsung,Galaxy S21,2022,43132,12237
Samsung,Galaxy S20,2024,78357,54656
Realme,Realme Narzo 50,2019,68840,8206
Vivo,Vivo V21,2021,43903,9717
OnePlus,OnePlus Nord,2024,84482,55341
Apple,iPhone 13,2018,59059,1664
Realme,Realme 8,2024,122001,81302
OnePlus,OnePlus Nord,2022,65269,22399
Nokia,Nokia G20,2018,24865,269
Xiaomi,Mi 11X,2024,59366,38055
Motorola,Moto Edge 20,2022,47966,15391
Nokia,Nokia 5.4,2019,60397,7153
Nokia,Nokia 7.2,2021,111411,19668
Vivo,Vivo X60,2019,60848,4465
Nokia,Nokia 6.2,2023,122326,54811
Xiaomi,Mi 10,2018,107302,8284
Motorola,Moto Edge 20,2019,51082,4684
OnePlus,OnePlus 8,2024,72472,49328
Xiaomi,Mi 11X,2019,114284,9243
Oppo,Oppo F21,2019,26026,2839
Nokia,Nokia 6.2,2020,83474,8604
Realme,Realme Narzo 50,2024,109833,71560
Samsung,Galaxy S20,2023,74214,35484
Nokia,Nokia 7.2,2019,85107,5282
Oppo,Oppo F21,2018,63585,6047
OnePlus,OnePlus 8,2024,87865,57535
Realme,Realme GT,2023,68983,28267
Nokia,Nokia G20,2020,64102,11067
Apple,iPhone 12,2024,82042,54023
Apple,iPhone 12,2022,32177,8910
Samsung,Galaxy A52,2024,32700,24693
Oppo,Oppo F19,2022,127997,40569
Samsung,Galaxy S21,2022,118966,35568
Nokia,Nokia 6.2,2023,82753,36131
OnePlus,OnePlus 9,2020,49498,4573
Oppo,Oppo A53,2024,13722,11976
Apple,iPhone 13,2022,40860,10059
Oppo,Oppo F19,2022,38758,10066
OnePlus,OnePlus 10R,2024,116630,78860
Nokia,Nokia 7.2,2023,77622,37908
Oppo,Oppo Reno 6,2022,128130,38274
Motorola,Moto E40,2019,78854,7048
Xiaomi,Redmi Note 10,2023,124803,53325
Motorola,Moto Edge 20,2019,68818,3319
Motorola,Moto G71,2023,41505,21647
Samsung,Galaxy S22,2024,89557,60584
Samsung,Galaxy S22,2019,38779,2434
Samsung,Galaxy S20,2021,70788,14606
Samsung,Galaxy A52,2018,71904,2440
Samsung,Galaxy S22,2019,7742,1583
Vivo,Vivo V21,2019,111945,10698
Apple,iPhone 13,2020,75029,11050
Motorola,Moto G71,2024,97826,64933
OnePlus,OnePlus 10R,2022,86404,26908
Samsung,Galaxy A52,2021,31369,8146
Oppo,Oppo F19,2020,63163,9830
Xiaomi,Mi 10,2024,89712,60138
Realme,Realme GT,2022,75223,20956
Apple,iPhone 11,2022,48350,13664
Vivo,Vivo Y20,2021,124908,27202
Oppo,Oppo F21,2024,127960,85497
OnePlus,OnePlus 9,2020,43003,7777
Samsung,Galaxy S22,2022,26481,5491
Nokia,Nokia 7.2,2024,123192,80611
Realme,Realme Narzo 50,2020,129409,17737
Apple,iPhone 12,2022,49220,12154
OnePlus,OnePlus 9,2024,43296,30166
Xiaomi,Redmi Note 10,2018,33027,2025
Xiaomi,Mi 11X,2023,42921,18338
Realme,Realme Narzo 50,2021,15879,710
Samsung,Galaxy S22,2023,128346,60522
Motorola,Moto Edge 20,2022,51486,15697
Samsung,Galaxy S21,2018,82773,5124
Vivo,Vivo V21,2020,19039,3920
Nokia,Nokia G20,2020,37658,6635
Apple,iPhone 11,2020,127031,17703
Xiaomi,Mi 11X,2023,82586,37859
Motorola,Moto G71,2018,97138,4248
Samsung,Galaxy A52,2020,115999,13218
Xiaomi,Mi 11X,2023,125865,54516
Nokia,Nokia G20,2018,19497,1205
Oppo,Oppo A53,2018,46629,5440
Realme,Realme 9,2022,64608,20820
Samsung,Galaxy S20,2021,40857,5811
Xiaomi,Redmi Note 11,2024,28171,18495
Realme,Realme 8,2019,100277,10413
Oppo,Oppo Reno 6,2022,78174,26118
Xiaomi,Mi 10,2018,36240,1731
Vivo,Vivo V21,2023,61281,27228
OnePlus,OnePlus 9,2021,76915,14859
Apple,iPhone 13,2024,84268,55349
Vivo,Vivo X60,2024,14727,8308
OnePlus,OnePlus 10R,2022,89906,24168
Vivo,Vivo V20,2023,44016,20473
OnePlus,OnePlus 10R,2021,60655,14899
Motorola,Moto E40,2020,125291,16950
Oppo,Oppo F19,2019,113693,13272
Xiaomi,Redmi Note 11,2023,34361,12721
Samsung,Galaxy S20,2020,97251,13257
Realme,Realme 8,2018,123651,4604
Apple,iPhone 14,2019,95995,10959
Realme,Realme 8,2024,124599,84527
OnePlus,OnePlus 9,2024,113090,73870
Oppo,Oppo F19,2024,44476,31083
Vivo,Vivo X60,2024,55100,37068
Samsung,Galaxy S22,2021,21851,4126
Xiaomi,Redmi Note 10,2021,40144,8147
Apple,iPhone 13,2024,10211,9578
Nokia,Nokia 6.2,2018,36058,3533
Oppo,Oppo F21,2021,39182,9126
Apple,iPhone 14,2021,101364,23002
Realme,Realme 9,2023,20336,10632
Oppo,Oppo A53,2018,90220,7976
Motorola,Moto G71,2023,78060,36049
Samsung,Galaxy S22,2024,47819,32790
Oppo,Oppo A53,2019,110934,10358
OnePlus,OnePlus 10R,2020,15175,3571
Motorola,Moto G71,2018,12045,2808
Vivo,Vivo V20,2022,58761,19346
Realme,Realme 9,2022,30301,11926
Samsung,Galaxy A52,2020,41179,5259
Realme,Realme Narzo 50,2022,102667,28934
Oppo,Oppo F19,2020,33620,7134
Vivo,Vivo Y20,2020,116102,18338
Xiaomi,Redmi Note 10,2024,98327,63395
Vivo,Vivo Y20,2020,49798,5427
Motorola,Moto G71,2023,80360,37893
Realme,Realme 9,2018,47945,3826
Nokia,Nokia 7.2,2021,30133,4903
Xiaomi,Redmi Note 11,2018,93565,7202
Vivo,Vivo V21,2019,48648,3093
Nokia,Nokia G20,2023,116233,53275
Samsung,Galaxy A52,2023,93042,42963
Nokia,Nokia 7.2,2022,65255,18636
Oppo,Oppo A53,2023,81482,36534
Apple,iPhone 14,2021,24520,4251
Realme,Realme Narzo 50,2020,86906,14282
Realme,Realme 9,2018,54350,2685
Samsung,Galaxy S20,2023,96029,42168
Realme,Realme GT,2020,45255,5150
Apple,iPhone 13,2021,44050,9335
Oppo,Oppo F19,2024,95559,63829
Xiaomi,Mi 10,2024,73430,50195
Nokia,Nokia G20,2019,20572,-9
Apple,iPhone 12,2021,125171,23065
OnePlus,OnePlus 10R,2023,8967,6669
Apple,iPhone 13,2020,94101,12353
Realme,Realme GT,2018,129898,10609
Nokia,Nokia G20,2022,26528,6436
Vivo,Vivo V21,2024,125909,83729
Samsung,Galaxy A52,2020,70762,11293
Oppo,Oppo F21,2023,21852,9974
Realme,Realme GT,2021,90494,17597
Motorola,Moto E40,2023,14941,7469
Nokia,Nokia 7.2,2019,62099,4708
Apple,iPhone 11,2024,111245,75890
Xiaomi,Mi 11X,2023,126531,56130
Xiaomi,Mi 10,2023,54724,24893
Xiaomi,Mi 10,2024,59371,40163
Realme,Realme 9,2021,16417,2710
Xiaomi,Redmi Note 11,2018,51905,4923
Motorola,Moto G71,2018,22134,3583
Nokia,Nokia 5.4,2021,44678,8958
Xiaomi,Redmi Note 10,2019,52709,1862
Vivo,Vivo X60,2021,9916,4788
Oppo,Oppo F21,2022,108524,30702
Samsung,Galaxy S22,2018,117020,10104
Realme,Realme GT,2023,125857,58257
Samsung,Galaxy S20,2021,109335,22765
Motorola,Moto G60,2024,12401,9462
Xiaomi,Mi 10,2019,87446,5183
Realme,Realme GT,2018,64578,5565
Realme,Realme 9,2023,89485,38092
Oppo,Oppo Reno 6,2019,123197,11060
Realme,Realme Narzo 50,2022,126167,40031
Xiaomi,Mi 11X,2024,37373,24241
Apple,iPhone 14,2023,69308,28974
Realme,Realme Narzo 50,2022,128357,39299
Apple,iPhone 12,2020,127146,19683
Samsung,Galaxy A52,2023,107485,47134
Apple,iPhone 14,2023,10742,7412
Realme,Realme GT,2023,73984,34281
OnePlus,OnePlus 8,2022,50763,13793
Apple,iPhone 14,2018,23322,685
Nokia,Nokia G20,2023,75157,32416
Vivo,Vivo X60,2024,14918,9970
Motorola,Moto E40,2020,50897,4167
Nokia,Nokia 6.2,2020,77789,13252
Realme,Realme 8,2024,85348,57686
Vivo,Vivo V21,2024,66637,46639
Vivo,Vivo V21,2020,100047,14568
Apple,iPhone 12,2019,87245,6269
Vivo,Vivo V20,2024,101402,68163
Apple,iPhone 14,2019,102978,9618
Nokia,Nokia 5.4,2019,49369,2753
Realme,Realme 8,2019,36770,5353
Xiaomi,Mi 11X,2021,94443,20664
Motorola,Moto Edge 20,2020,116179,15243
Samsung,Galaxy A52,2023,89794,42706
Xiaomi,Redmi Note 11,2019,7673,-1229
Vivo,Vivo X60,2024,67211,44844
Vivo,Vivo V21,2021,67194,15152
Samsung,Galaxy S20,2018,107082,5175
Samsung,Galaxy S22,2024,93839,60319
OnePlus,OnePlus 9,2023,92910,43213
Vivo,Vivo Y20,2023,76052,32602
Motorola,Moto Edge 20,2018,119219,4554
Samsung,Galaxy S22,2022,86482,26253
Xiaomi,Redmi Note 11,2018,63181,2941
Motorola,Moto G71,2023,39999,20093
Xiaomi,Redmi Note 11,2020,8447,1743
Vivo,Vivo Y20,2018,109843,6952
Oppo,Oppo F21,2021,57647,14642
OnePlus,OnePlus 9,2021,83135,15570
Apple,iPhone 12,2021,27512,7474
Xiaomi,Redmi Note 11,2023,26653,9767
Oppo,Oppo F19,2023,8342,6017
Realme,Realme Narzo 50,2022,77530,25383
Samsung,Galaxy S22,2022,31363,10811
Xiaomi,Redmi Note 11,2020,10517,1665
Vivo,Vivo X60,2022,24629,8130
Oppo,Oppo F21,2020,89295,10298
Nokia,Nokia G20,2023,101139,43034
Vivo,Vivo Y20,2024,37348,27993
Xiaomi,Mi 11X,2022,101609,28544
Apple,iPhone 14,2023,105023,49344
Nokia,Nokia 7.2,2021,45040,6399
Nokia,Nokia 6.2,2023,34041,16809
Nokia,Nokia 7.2,2019,43275,3714
Oppo,Oppo A53,2022,18933,6118
Motorola,Moto G60,2019,87492,7324
Apple,iPhone 13,2024,61155,39458
Apple,iPhone 14,2018,106894,6975
Nokia,Nokia G20,2022,126986,38823
Nokia,Nokia 6.2,2024,65530,43095
Motorola,Moto Edge 20,2021,71601,15601
Xiaomi,Redmi Note 11,2024,129569,89739
Samsung,Galaxy S22,2023,18156,7328
Motorola,Moto E40,2019,125578,11855
Motorola,Moto E40,2021,109448,22358
Oppo,Oppo A53,2022,21485,6274
Samsung,Galaxy S21,2023,60394,28189
OnePlus,OnePlus 8,2020,30101,5032
Motorola,Moto Edge 20,2021,101482,19970
Samsung,Galaxy S22,2022,124243,39948
Realme,Realme Narzo 50,2019,13728,-355
OnePlus,OnePlus Nord,2020,33864,2384
Samsung,Galaxy S21,2024,54434,38193
Xiaomi,Mi 10,2024,110416,71620
Apple,iPhone 14,2021,24027,4811
Samsung,Galaxy S20,2023,28243,10277
Samsung,Galaxy S22,2019,65923,4272
Motorola,Moto E40,2024,37946,23224
Oppo,Oppo F21,2018,8584,1766
Motorola,Moto G60,2023,99405,45212
OnePlus,OnePlus Nord,2020,32034,3760
Nokia,Nokia 5.4,2023,57319,26738
Oppo,Oppo Reno 6,2024,93355,65084
Samsung,Galaxy S20,2022,100737,32964
OnePlus,OnePlus 8,2019,39654,2442
Vivo,Vivo V20,2024,93551,65216
Nokia,Nokia 5.4,2020,107906,17541
Motorola,Moto Edge 20,2020,82457,13198
Nokia,Nokia G20,2024,90809,63814
Xiaomi,Mi 11X,2023,94249,40538
Realme,Realme GT,2020,24976,5544
Oppo,Oppo F19,2018,72513,5871
Nokia,Nokia 5.4,2024,56357,40223
Samsung,Galaxy S21,2020,91954,11771
Vivo,Vivo Y20,2024,92904,61070
Vivo,Vivo V21,2020,18425,1231
Xiaomi,Redmi Note 10,2020,8499,-844
OnePlus,OnePlus 8,2020,10465,2569
Apple,iPhone 13,2024,28734,17442
Vivo,Vivo V20,2024,78654,54901
Apple,iPhone 12,2024,39207,25052
Realme,Realme Narzo 50,2018,64549,2570
Oppo,Oppo Reno 6,2019,49299,2306
OnePlus,OnePlus 9,2021,123812,23890
Nokia,Nokia G20,2019,7903,3154
Realme,Realme 9,2024,96003,63518
Samsung,Galaxy A52,2020,118321,14769
Xiaomi,Redmi Note 11,2020,100451,11065
Motorola,Moto G60,2020,89801,11201
Vivo,Vivo V21,2024,111814,76883
Xiaomi,Redmi Note 11,2018,91910,4958
Vivo,Vivo Y20,2019,116086,11250
Oppo,Oppo F21,2018,103704,4164
Vivo,Vivo V21,2021,53985,13880
Apple,iPhone 12,2024,42072,31165
Xiaomi,Mi 11X,2020,104849,11898
Samsung,Galaxy A52,2024,117651,80950
Vivo,Vivo Y20,2021,121560,27580
Oppo,Oppo F21,2018,116246,9709
Vivo,Vivo X60,2023,52978,23484
Vivo,Vivo V20,2024,129094,88582
Oppo,Oppo Reno 6,2020,13884,-1016
Realme,Realme Narzo 50,2020,36849,5530
Apple,iPhone 11,2018,49883,5000
Realme,Realme 8,2023,53571,24083
Motorola,Moto G60,2024,118424,78469
OnePlus,OnePlus 10R,2018,80889,4142
Nokia,Nokia 7.2,2023,11723,8183
Motorola,Moto Edge 20,2020,38430,3679
OnePlus,OnePlus 10R,2022,90412,26425
Motorola,Moto G71,2022,44050,15509
Xiaomi,Redmi Note 11,2022,47650,15172
Oppo,Oppo F19,2024,66192,46517
Oppo,Oppo F19,2022,108492,32389
Oppo,Oppo F19,2019,27380,5109
OnePlus,OnePlus Nord,2019,104253,10176
Apple,iPhone 11,2022,126117,38738
Xiaomi,Redmi Note 10,2024,118229,77086
Samsung,Galaxy A52,2020,50476,4170
Vivo,Vivo Y20,2024,22086,14868
Realme,Realme 9,2020,57509,6423
Xiaomi,Redmi Note 11,2020,26484,1791
Vivo,Vivo V21,2020,9529,1217
Motorola,Moto G60,2022,37623,13941
Apple,iPhone 14,2022,47501,15234
Xiaomi,Mi 10,2018,100774,5868
Vivo,Vivo V21,2019,62455,3109
Vivo,Vivo Y20,2024,45206,28272
OnePlus,OnePlus 9,2018,40199,1682
Apple,iPhone 14,2023,58080,28230
Apple,iPhone 13,2022,99578,30793
Xiaomi,Redmi Note 11,2022,31156,7810
Nokia,Nokia 7.2,2020,21583,2110
OnePlus,OnePlus 9,2021,103774,20489
Apple,iPhone 14,2018,36549,4198
Apple,iPhone 11,2019,42137,4049
Xiaomi,Redmi Note 11,2024,114916,77722
Xiaomi,Redmi Note 10,2022,55904,19473
Samsung,Galaxy S20,2018,12030,-871
Oppo,Oppo F21,2019,94458,5943
Motorola,Moto G60,2021,48140,11526
OnePlus,OnePlus 9,2024,55888,39837
OnePlus,OnePlus 8,2020,114876,14167
Nokia,Nokia 5.4,2018,37435,-693
Samsung,Galaxy A52,2020,22777,810
Apple,iPhone 13,2021,114582,22089
Oppo,Oppo F19,2019,64162,3784
Motorola,Moto Edge 20,2018,54294,495
Motorola,Moto E40,2018,9841,-1282
OnePlus,OnePlus 9,2022,44231,15501
Apple,iPhone 13,2019,53017,3209
Oppo,Oppo A53,2021,81599,16258
Vivo,Vivo V21,2023,11440,7722
OnePlus,OnePlus 10R,2024,101069,69412
Realme,Realme 9,2021,94174,22044
Motorola,Moto G60,2023,119681,51143
Motorola,Moto G71,2018,15576,2938
Oppo,Oppo F19,2024,53918,38729
Vivo,Vivo X60,2019,66623,5404
Samsung,Galaxy A52,2022,28958,10668
Xiaomi,Redmi Note 10,2024,19731,14740
Realme,Realme Narzo 50,2018,41094,235
Vivo,Vivo V20,2021,80397,13472
Realme,Realme 8,2023,26007,11863
Nokia,Nokia 6.2,2019,129990,12633
Realme,Realme 9,2021,30626,4875
OnePlus,OnePlus Nord,2019,16582,4442
Vivo,Vivo Y20,2018,22593,-228
Oppo,Oppo A53,2020,75664,7915
Apple,iPhone 14,2021,42706,9256
Xiaomi,Redmi Note 10,2024,87337,60478
Xiaomi,Mi 11X,2021,24025,3717
OnePlus,OnePlus 8,2022,120210,37463
Xiaomi,Redmi Note 10,2022,71348,21904
Realme,Realme GT,2024,121427,83029
Motorola,Moto G71,2018,23746,-1167
Vivo,Vivo Y20,2019,74283,8678
OnePlus,OnePlus Nord,2021,89936,18847
Nokia,Nokia 6.2,2022,82288,23872
Nokia,Nokia 7.2,2021,93589,17175
Oppo,Oppo F21,2023,7073,4399
Apple,iPhone 13,2024,83747,54904
Oppo,Oppo Reno 6,2024,95281,66772
OnePlus,OnePlus 9,2018,124929,9812
Samsung,Galaxy A52,2022,14772,5373
Samsung,Galaxy S21,2019,82473,9639
OnePlus,OnePlus 8,2022,37421,8316
Oppo,Oppo F21,2023,40850,21343
Xiaomi,Mi 11X,2023,46899,18189
Vivo,Vivo X60,2024,31804,19429
Xiaomi,Redmi Note 11,2020,17441,4336
Motorola,Moto E40,2020,38026,6406
Realme,Realme 9,2019,115396,9375
Samsung,Galaxy S21,2023,115547,50422
Vivo,Vivo V20,2023,60717,30245
Realme,Realme Narzo 50,2020,26780,5661
OnePlus,OnePlus 10R,2018,124118,6478
Apple,iPhone 14,2018,28784,2295
Realme,Realme 9,2023,129483,58573
Apple,iPhone 13,2023,91861,38389
Apple,iPhone 14,2023,78879,34997
Oppo,Oppo F21,2020,61238,7056
Realme,Realme 9,2023,102011,45662
Oppo,Oppo F19,2018,31143,3735
Samsung,Galaxy S21,2019,19485,-903
Xiaomi,Mi 11X,2020,115910,13098
Samsung,Galaxy S20,2023,7411,4601
Xiaomi,Redmi Note 11,2019,9756,2016
Xiaomi,Redmi Note 11,2023,102385,46231
Vivo,Vivo V20,2019,97982,10800
Xiaomi,Mi 10,2021,64298,13210
OnePlus,OnePlus 10R,2022,48078,12990
Oppo,Oppo F21,2022,45101,15507
Nokia,Nokia G20,2019,68745,5162
Xiaomi,Mi 10,2022,116283,36675
Samsung,Galaxy S20,2021,47642,9846
Oppo,Oppo F19,2019,102411,7373
Oppo,Oppo F21,2020,66174,8450
Oppo,Oppo Reno 6,2019,98778,6582
Realme,Realme 9,2021,88721,20388
Apple,iPhone 13,2021,39173,9480
Realme,Realme 8,2022,76067,20323
OnePlus,OnePlus 10R,2022,68745,19581
Samsung,Galaxy S21,2022,120628,34632
Nokia,Nokia G20,2024,67336,45236
Apple,iPhone 11,2024,50230,32555
Nokia,Nokia 7.2,2023,113620,49522
OnePlus,OnePlus Nord,2021,72629,16462
Samsung,Galaxy S21,2024,23572,17548
OnePlus,OnePlus 10R,2022,35941,12550
OnePlus,OnePlus Nord,2024,98421,65183
Oppo,Oppo A53,2021,106652,23528
Samsung,Galaxy A52,2023,109176,48796
OnePlus,OnePlus 9,2018,75123,3031
Realme,Realme 9,2024,85460,59088
Vivo,Vivo Y20,2024,27101,19313
Oppo,Oppo A53,2023,122976,53295
Apple,iPhone 13,2023,26092,12162
Vivo,Vivo V21,2021,47897,8224
Oppo,Oppo F21,2022,18506,3546
Nokia,Nokia G20,2019,111240,7685
OnePlus,OnePlus Nord,2023,98256,43462
OnePlus,OnePlus 8,2019,37306,6200
Samsung,Galaxy A52,2022,61503,20559
Xiaomi,Redmi Note 11,2024,124665,82835
Samsung,Galaxy A52,2023,36245,13883
Apple,iPhone 11,2022,32211,8530
Nokia,Nokia 6.2,2018,30295,-1019
Samsung,Galaxy S21,2018,21408,3781
Vivo,Vivo Y20,2019,36947,1114
Motorola,Moto Edge 20,2021,16829,5115
Oppo,Oppo A53,2024,107848,73278
Apple,iPhone 13,2022,41708,10596
Samsung,Galaxy S20,2022,93687,27772
Xiaomi,Mi 10,2023,39826,16889
Xiaomi,Redmi Note 10,2020,91728,10804
Nokia,Nokia 6.2,2022,87224,27884
Samsung,Galaxy S22,2018,20944,-200
Vivo,Vivo X60,2019,110435,8042
Apple,iPhone 11,2018,16835,1520
Nokia,Nokia 5.4,2022,66386,17686
Nokia,Nokia G20,2021,98339,19751
Oppo,Oppo A53,2021,104639,22834
Apple,iPhone 14,2019,89264,9761
Motorola,Moto Edge 20,2024,74527,52072
Xiaomi,Redmi Note 10,2024,72539,45838
Motorola,Moto G60,2020,79706,11034
Apple,iPhone 12,2023,91502,42443
Xiaomi,Redmi Note 11,2024,106414,70047
OnePlus,OnePlus 10R,2021,19610,6942
Realme,Realme Narzo 50,2023,83721,39309
Apple,iPhone 14,2018,96068,4877
Xiaomi,Redmi Note 11,2022,74979,20232
Xiaomi,Mi 10,2023,48737,24708
Samsung,Galaxy A52,2020,22105,4043
Oppo,Oppo F19,2024,11405,8020
OnePlus,OnePlus 9,2021,77912,15922
Realme,Realme 9,2019,8673,2475
OnePlus,OnePlus Nord,2023,11366,2673
Oppo,Oppo F19,2022,80606,24820
Vivo,Vivo X60,2018,103239,5726
Nokia,Nokia 7.2,2024,72416,46231
Xiaomi,Redmi Note 11,2020,118846,14545
Motorola,Moto G71,2023,63988,26537
Samsung,Galaxy S22,2021,80499,13530
Vivo,Vivo X60,2021,86031,19405
Vivo,Vivo V20,2024,114697,74604
Nokia,Nokia 7.2,2022,51783,14960
Nokia,Nokia 7.2,2019,91624,10683
Xiaomi,Redmi Note 10,2019,95424,11284
Samsung,Galaxy S20,2020,32861,1597
Vivo,Vivo Y20,2020,117694,15786
Realme,Realme Narzo 50,2022,53270,13429
Xiaomi,Mi 10,2021,100329,22090
Oppo,Oppo A53,2023,44422,21320
Xiaomi,Redmi Note 11,2020,121448,14706
Motorola,Moto E40,2023,28085,11225
Realme,Realme 8,2023,108520,49567
Oppo,Oppo Reno 6,2024,80301,54009
Motorola,Moto Edge 20,2023,118285,51942
Apple,iPhone 11,2019,112976,11114
Samsung,Galaxy A52,2024,36755,26487
Motorola,Moto E40,2018,57120,4426
Realme,Realme Narzo 50,2023,47320,21835
Nokia,Nokia 5.4,2021,25563,4818
Oppo,Oppo F19,2021,85327,16349
Samsung,Galaxy S20,2021,78437,18594
Samsung,Galaxy S21,2023,65877,26646
Apple,iPhone 12,2021,13168,3861
OnePlus,OnePlus 10R,2020,24653,5217
Oppo,Oppo F19,2024,44773,27543
Nokia,Nokia 5.4,2020,83943,10541
Samsung,Galaxy S20,2024,31680,18936
Nokia,Nokia 5.4,2023,116677,53518
Vivo,Vivo Y20,2020,51772,5365
Nokia,Nokia 6.2,2018,48948,1441
Motorola,Moto Edge 20,2023,49304,22329
Realme,Realme 9,2022,22106,6955
Vivo,Vivo X60,2024,80031,51129
Nokia,Nokia 6.2,2023,49470,19874
OnePlus,OnePlus Nord,2023,53113,26029
Nokia,Nokia 7.2,2022,108092,33994
Vivo,Vivo X60,2019,79993,6557
Realme,Realme 9,2019,54326,6842
Vivo,Vivo X60,2019,34993,2363
Xiaomi,Redmi Note 10,2022,106575,33343
OnePlus,OnePlus 10R,2019,14545,-1601
Nokia,Nokia 7.2,2019,127428,9338
Oppo,Oppo F21,2019,111304,13115
Xiaomi,Redmi Note 10,2018,43586,4729
